0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,label
-496.94815,122.55827,53.9471,17.909533,25.196068,40.646797,36.553165,18.900259,6.8089056,5.1612897,6.7342424,7.5927753,7.836688,5.7954016,1.8029948,0.63446355,4.608758,8.677575,7.431403,3.0539832,1.3441371,2.9321966,4.183329,3.959692,3.7655547,4.104836,4.068078,3.2233794,2.25362,1.695606,1.2379528,1.2234626,2.5799022,4.0733986,3.2765396,0.8752404,-0.0111386515,1.4908407,3.0243418,2.9360898,2.2299993,2.5298288,3.3115332,2.985014,1.7458266,NORMAL
-434.38763,140.24709,24.039852,-7.8800216,14.65878,30.619953,18.445614,-0.832789,0.1154676,15.839867,16.893888,4.8714137,1.636633,11.00555,14.185897,6.249222,2.1604981,4.607259,7.518756,6.5621557,5.476221,6.7790585,6.5660458,6.3227334,7.013932,5.6352644,3.2491546,3.4134994,4.5404024,3.4684439,2.605252,2.7736123,3.2488732,3.7653208,3.935755,3.6247263,2.1452942,0.53762597,0.5807502,2.223882,2.8322856,1.756338,0.28341883,-0.19698511,1.1470531,NORMAL
-433.06302,95.26257,75.02383,54.80471,40.04937,30.715212,23.373894,16.204075,10.259514,6.8268356,5.7602444,5.7852817,6.1265473,6.6917043,7.485617,8.108552,8.204272,7.77008,7.1498995,6.650011,6.348507,6.1143446,5.737012,5.059296,4.146279,3.3317838,2.9421973,3.0283062,3.2821898,3.331871,3.0904772,2.809063,2.761507,2.9505954,3.1267395,3.0486362,2.632512,2.1232927,1.7606937,1.6721079,1.7193094,1.7579564,1.7105783,1.5979663,1.403725,NORMAL
-447.75952,124.06482,43.60094,5.2487984,17.023993,32.730225,22.954424,6.920782,7.09712,16.260681,17.038412,10.190521,7.0881596,10.256256,11.781586,8.557589,4.927685,3.8726208,3.9550161,4.3549047,5.603086,7.2961335,7.750343,7.4100275,7.3718896,6.6719494,4.5303464,3.09944,3.6142013,4.367419,3.275673,1.5899745,1.6931269,3.246412,3.9735878,3.1460502,1.4595025,0.30301,0.3697623,1.2450241,1.7806116,1.2996649,0.19625801,-0.13802476,0.48320508,NORMAL
-403.48834,142.5939,33.565857,6.621623,25.687107,27.186226,14.440486,3.6788063,0.81137085,11.6781025,21.028955,14.084135,5.5266724,7.9561186,9.999911,6.429237,4.589702,4.2428246,2.523853,3.8074791,7.298031,6.740133,3.7748811,3.201708,3.4250019,3.7239318,4.813133,4.0694346,2.0599263,2.8085449,4.559713,3.8067796,2.1916301,2.1058242,3.008251,3.6982207,3.1509423,1.8829703,1.5362604,2.1732028,2.3947453,1.8289785,1.1089408,1.1666083,1.6458416,NORMAL
-433.06302,95.26257,75.02383,54.80471,40.04937,30.715212,23.373894,16.204075,10.259514,6.8268356,5.7602444,5.7852817,6.1265473,6.6917043,7.485617,8.108552,8.204272,7.77008,7.1498995,6.650011,6.348507,6.1143446,5.737012,5.059296,4.146279,3.3317838,2.9421973,3.0283062,3.2821898,3.331871,3.0904772,2.809063,2.761507,2.9505954,3.1267395,3.0486362,2.632512,2.1232927,1.7606937,1.6721079,1.7193094,1.7579564,1.7105783,1.5979663,1.403725,NORMAL
-442.23703,86.0505,66.72228,49.972157,37.745987,30.4494,24.297178,18.148613,12.46432,8.714739,6.9241843,6.479325,6.4898233,7.0314264,7.6682315,7.9810658,7.638695,7.230652,7.1940484,7.5181274,7.468242,6.8811636,5.80921,4.7636313,4.032288,3.7212162,3.5497568,3.4102225,3.0814722,2.670739,2.1549819,1.89624,2.07648,2.649928,3.1024668,3.1662364,2.7115016,2.093289,1.5697542,1.4781876,1.7559222,2.149075,2.2319229,2.0162077,1.6054313,NORMAL
-445.3654,92.15628,71.73465,53.440693,39.348755,30.283264,23.12885,16.866257,11.288367,7.50402,5.7999473,5.9948983,6.858686,7.782741,8.321354,8.47645,7.968662,7.2398305,6.7896194,7.0610313,7.4732065,7.472767,6.664042,5.5174084,4.422065,3.8102314,3.5219963,3.4757903,3.3151927,3.039809,2.5894504,2.3427904,2.3911572,2.7541413,2.987884,2.943479,2.4605305,1.8165375,1.2687147,1.2601321,1.6491743,2.188024,2.4464703,2.4041026,1.9468175,NORMAL
-442.23703,86.0505,66.72228,49.972157,37.745987,30.4494,24.297178,18.148613,12.46432,8.714739,6.9241843,6.479325,6.4898233,7.0314264,7.6682315,7.9810658,7.638695,7.230652,7.1940484,7.5181274,7.468242,6.8811636,5.80921,4.7636313,4.032288,3.7212162,3.5497568,3.4102225,3.0814722,2.670739,2.1549819,1.89624,2.07648,2.649928,3.1024668,3.1662364,2.7115016,2.093289,1.5697542,1.4781876,1.7559222,2.149075,2.2319229,2.0162077,1.6054313,NORMAL
-445.3654,92.15628,71.73465,53.440693,39.348755,30.283264,23.12885,16.866257,11.288367,7.50402,5.7999473,5.9948983,6.858686,7.782741,8.321354,8.47645,7.968662,7.2398305,6.7896194,7.0610313,7.4732065,7.472767,6.664042,5.5174084,4.422065,3.8102314,3.5219963,3.4757903,3.3151927,3.039809,2.5894504,2.3427904,2.3911572,2.7541413,2.987884,2.943479,2.4605305,1.8165375,1.2687147,1.2601321,1.6491743,2.188024,2.4464703,2.4041026,1.9468175,NORMAL
-444.76767,112.81354,84.06828,60.28857,44.435448,33.942722,23.2155,12.558083,4.4186373,0.89390004,1.4665191,3.4632196,4.579804,5.0905194,5.301422,5.8195367,6.196336,5.9352465,5.4308085,5.0884733,4.822305,4.8784304,4.661404,4.2158227,3.6108165,2.893656,2.3942406,2.104356,1.7539738,1.574061,1.4908892,1.8597358,2.246161,1.9820127,1.2629031,0.82210344,0.789531,0.9755216,0.8288013,0.6186402,0.61758566,0.73472035,0.8247911,0.75327295,0.4134556,NORMAL
-442.63678,110.65114,84.988525,62.00813,44.390812,31.701218,20.56286,11.056697,4.2303314,1.4968379,2.0845876,4.237737,5.925112,6.6934724,6.6182265,6.2604785,5.7049117,5.2661285,4.9580135,4.9879565,4.974868,4.7386823,4.1631694,3.65039,3.268026,3.117808,2.8562496,2.5088942,2.1901352,2.2156196,2.3587594,2.4959059,2.4454942,2.352648,2.1372375,1.9340602,1.693186,1.5470389,1.3595771,1.1676054,0.8438061,0.65275615,0.70150876,1.0249175,1.182673,NORMAL
-352.88864,88.58631,58.920757,57.588413,44.808758,32.25683,19.669313,13.860502,12.623996,12.416769,6.4890466,6.822218,9.519816,9.410819,6.4542828,10.224106,5.6989155,6.3645573,9.0637,6.3022933,8.0104,5.6491156,4.847195,7.1583123,3.416802,3.1278899,1.9899733,2.1855726,2.4809568,3.0929818,4.88208,3.226408,2.842773,1.7937423,4.064884,3.087908,3.552967,1.0314801,0.65237707,1.9377536,2.5555234,2.3925037,1.6001323,2.5316932,0.16427569,NORMAL
-347.59738,94.130585,59.316437,58.20894,42.252068,30.778347,18.981934,14.452474,13.737092,14.643634,8.554695,8.196204,10.260896,9.795833,5.4419117,11.089469,5.4366584,5.4400716,9.10375,5.7092175,7.12856,4.784362,3.8823721,6.6310678,2.6094184,3.1116157,2.6597984,2.6989164,2.743198,3.5383563,4.491089,3.2200665,2.9393666,1.6337484,4.047172,2.3531086,3.3077385,1.0319612,1.1825408,1.6670067,2.1316528,1.8754324,0.9924962,2.306298,-0.49085674,NORMAL
-317.51465,100.282646,61.011482,61.900257,44.491474,28.632242,12.571755,9.462342,7.0524197,9.19929,2.3492799,5.5020027,8.0007715,9.525377,4.0917153,10.276746,3.6142142,5.4481506,8.689164,5.329116,7.213503,4.890577,3.3008919,7.696101,2.9511297,4.67931,1.9405544,2.9911356,2.8588045,3.559469,5.380651,2.1733007,2.3190794,0.9634563,4.85636,1.6097041,3.5155268,0.0405955,1.0985374,2.7514963,2.5998096,3.3300388,1.5288184,3.679786,0.2839964,NORMAL
-339.0229,84.3221,30.891314,47.864357,45.71604,33.693237,19.952854,16.204966,9.80491,16.060919,9.567819,12.994192,10.134522,11.408648,7.941875,9.477048,7.3592725,4.3205414,9.599367,10.801605,6.4918895,0.044376843,5.559813,8.5965805,5.8675,4.330205,1.9474028,2.7786717,-0.77594566,2.8736174,7.1901374,5.219738,6.527443,0.806113,3.4960454,0.35598892,2.8897848,-0.5834523,3.141239,1.6796916,0.73783845,3.6002922,-0.1706055,3.445158,0.20302007,NORMAL
-383.274,127.882484,89.64241,55.77335,35.30626,23.902908,11.665464,-2.0910146,-10.179663,-7.5146065,1.6503632,8.339395,8.0563965,4.2535934,2.7491305,5.3390784,8.772887,9.62654,7.6101427,4.811356,2.9980898,2.6486127,3.1255784,3.5116348,3.1863375,2.3599782,1.8893493,2.3957596,3.3329017,3.8750248,3.715525,3.261054,3.003741,3.055859,3.0318758,2.5226684,1.7014894,1.2533323,1.4537903,1.9688044,2.2227972,2.1542277,2.000783,1.8566916,1.6023781,NORMAL
-387.9632,118.69071,86.008,55.072296,34.806866,22.625408,11.537621,-0.07657953,-7.162348,-5.578834,2.0171032,8.257546,8.620987,5.2850156,3.6530519,5.8975873,9.338082,10.3368,8.25914,5.2638907,3.5234158,3.399463,3.8945634,3.9200041,3.256058,2.542356,2.4924834,3.1223953,3.8513186,4.1943574,4.1131186,3.8023765,3.3881319,3.083591,2.9851243,2.880927,2.480491,1.9402975,1.6652893,1.7953923,2.0901625,2.3530533,2.3972914,2.1399148,1.6825188,NORMAL
-335.43787,87.061386,34.127594,47.72845,47.193386,33.508705,20.731396,16.340471,10.571886,15.978686,10.347147,13.289183,9.963228,11.046196,7.161606,8.583605,7.396581,3.8137271,8.77615,10.083814,6.967871,0.28272074,5.5501647,9.160563,6.2398663,4.4491334,1.9261663,3.446275,-0.0989342,2.911675,6.953924,5.2571454,5.9901347,1.0015781,3.2855606,0.18150103,2.7744539,-1.246343,2.5658827,1.0414711,-0.05965362,3.1776273,-0.88553876,2.6372313,-0.35418895,NORMAL
-336.9566,89.64123,37.066864,48.80392,47.079823,33.010334,19.870613,14.557576,8.415291,14.452413,9.632726,13.677314,10.811402,12.217254,8.157604,9.358751,7.876929,3.9646752,8.479413,9.872487,6.589412,0.27607727,5.300022,8.638811,5.9337964,4.6041465,2.006148,3.031802,-0.1528221,1.8867619,6.5824986,5.413236,6.1442327,1.5320518,3.8445966,0.5569112,3.596935,-0.5908481,2.9248662,1.5891325,0.29243118,3.569055,-0.71906704,2.6018777,-0.5447294,NORMAL
-393.9127,130.91574,90.94995,55.94167,34.84254,22.689291,10.742506,-1.8253256,-8.978583,-6.629296,1.995828,8.805415,8.981744,5.0975266,3.0962431,5.1572304,8.4873495,9.590255,7.8989024,5.055013,2.9347305,2.4210885,3.147993,3.7417884,3.163253,1.990216,1.718083,2.6369727,3.5035498,3.5991623,3.4917054,3.6025383,3.4820933,2.947981,2.370826,1.8128626,1.0082438,0.46366835,0.79052633,1.5814519,2.0032318,2.1368332,2.31427,2.1667974,1.5054222,NORMAL
-474.75806,92.0249,69.51801,52.460327,40.700188,30.037777,19.95317,12.11556,7.529484,5.6892667,5.570232,6.2533345,7.2614603,8.162036,8.80546,9.259355,9.457321,9.224667,8.708404,8.161883,7.646165,7.2066717,6.6388373,5.6624746,4.472776,3.3713624,2.518989,2.056124,1.8483895,1.734347,1.884044,2.4491577,3.1501598,3.7790794,4.2286,4.3295336,3.9261901,3.4466667,3.1961439,2.971373,2.6781223,2.47212,2.2193463,1.8477294,1.3962481,NORMAL
-476.56528,92.43858,67.61011,50.44894,39.11229,29.965311,21.037561,13.273695,7.293183,4.6530094,4.8539186,6.455737,7.6639357,8.172322,8.270477,8.817043,9.7349,10.443943,10.0283375,8.920053,7.8739896,7.347251,6.6838174,5.617931,3.9990094,2.569626,1.9131455,2.1417716,2.3944473,2.5009909,2.467696,2.684105,3.2281084,4.118946,4.74797,4.6938024,4.053496,3.5809698,3.4666772,3.5372183,3.3758333,2.9838974,2.3888085,1.9796973,1.7573512,NORMAL
-461.53403,86.422745,70.33474,54.577374,41.35429,30.1396,20.339407,12.566673,7.787476,6.040245,6.422312,7.552669,8.4768095,8.882721,9.041455,9.202693,9.286426,9.152246,8.751575,8.245934,7.8504086,7.4988637,6.8255982,5.654961,4.2502546,3.0868652,2.46642,2.291495,2.2357936,2.149123,2.1774085,2.5615,3.1878948,3.7446148,4.0204024,4.054228,3.95705,3.7868645,3.492642,3.1521316,2.80665,2.448236,2.0133703,1.6047603,1.3074744,NORMAL
-407.24496,74.64661,65.25943,55.932007,44.59357,33.73934,23.934015,16.383286,11.082433,8.257902,7.2534027,7.663113,8.593862,9.669464,10.358131,10.692081,10.527975,10.102214,9.363683,8.556898,7.6233735,6.7451715,5.8117385,4.9552617,4.0611386,3.3041754,2.6191146,2.211297,1.9926046,2.0710566,2.2596023,2.5905838,2.8655434,3.13586,3.2569678,3.3341494,3.2533376,3.1497827,2.9331777,2.7422068,2.5004375,2.325264,2.1098025,1.9394951,1.6995255,NORMAL
-486.32562,107.11919,37.448048,38.829674,27.119799,29.29688,22.282017,18.459942,12.214202,12.170215,10.702933,10.579853,8.368852,8.531521,6.5333433,6.437731,4.2574286,5.6581526,4.6450834,5.3995004,3.740214,3.7051697,2.8156438,3.9134116,4.170581,4.4463325,2.9443252,2.9534583,2.738651,4.155188,2.9505186,2.4522505,0.9976023,2.1675508,2.041359,1.9887606,1.3297216,1.3705333,0.65808034,1.1869327,0.81569076,1.4741383,0.93371403,0.9684941,0.46771634,NORMAL
-468.59665,122.843506,48.70976,31.968382,31.515442,31.773531,23.981348,11.143806,6.859858,11.437779,13.579747,8.982591,3.9438622,4.6742134,8.064045,8.137372,6.096522,4.6609797,4.7793884,5.8489733,5.610125,3.7571502,2.3750422,3.2400866,4.2355204,3.5207777,1.613155,0.6536476,1.6584444,2.6804106,2.3636875,1.0456928,-0.061351042,0.67013985,1.8523014,1.8043368,0.82260036,0.62388664,1.3970985,1.8225739,1.85451,1.5635749,1.0514172,1.2259376,1.8362981,NORMAL
-488.41748,107.354485,38.253147,39.52808,26.74333,27.42028,20.770035,18.177986,12.130987,12.584786,8.784961,9.909026,7.869226,8.104913,5.499646,6.3479075,4.5994606,5.166233,3.596321,5.1922193,3.923337,4.0210705,3.240983,5.086244,4.1530046,4.0338974,2.078482,3.276184,2.4264436,3.2143207,2.2452316,3.8444426,2.691035,3.039108,2.1850743,2.5744216,1.9339561,2.0974455,0.79533565,1.6234772,0.8027073,2.623596,1.4243124,1.8293114,0.9105074,NORMAL
